company,ticker,asset_type,owner_code,date,type,amount
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/29/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/30/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/18/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/12/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/24/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/29/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/16/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/29/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/28/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/20/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/25/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/28/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/27/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/14/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/10/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/25/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/14/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/28/2022,S,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/26/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/15/2022,S,50001
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,S,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/31/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,P,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,P,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,P,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,S,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,P,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/15/2022,S,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,P,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,S,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/21/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/28/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/29/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/16/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/27/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/28/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/26/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/16/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/18/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/20/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/20/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/27/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/27/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/18/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/16/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/27/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/29/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/17/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/27/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/24/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/20/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/21/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/11/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/13/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/30/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/28/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/10/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/12/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/18/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/16/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/17/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/26/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/27/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/21/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/23/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/30/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/18/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/15/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/26/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/23/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/31/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/13/2022,P,1001 - $15000
